"","year","Scenario","sectors","value"
"1630",2032,"Covid_lowOil_ClimatePol","Information and communication",2.955267
"1631",2033,"Covid_lowOil_ClimatePol","Information and communication",3.039727
"1632",2034,"Covid_lowOil_ClimatePol","Information and communication",3.116913
"1633",2035,"Covid_lowOil_ClimatePol","Information and communication",3.191531
"1634",2036,"Covid_lowOil_ClimatePol","Information and communication",3.266149
"1635",2037,"Covid_lowOil_ClimatePol","Information and communication",3.341737
"1636",2038,"Covid_lowOil_ClimatePol","Information and communication",3.418183
"1637",2039,"Covid_lowOil_ClimatePol","Information and communication",3.494747
"1638",2040,"Covid_lowOil_ClimatePol","Information and communication",3.570422
"1639",2015,"Covid_lowOil_ClimatePol","Financial and insurance activities",0
"1640",2016,"Covid_lowOil_ClimatePol","Financial and insurance activities",0
"1641",2017,"Covid_lowOil_ClimatePol","Financial and insurance activities",0
"1642",2018,"Covid_lowOil_ClimatePol","Financial and insurance activities",0
"1643",2019,"Covid_lowOil_ClimatePol","Financial and insurance activities",0
"1644",2020,"Covid_lowOil_ClimatePol","Financial and insurance activities",-2.073538
"1645",2021,"Covid_lowOil_ClimatePol","Financial and insurance activities",-1.711911
"1646",2022,"Covid_lowOil_ClimatePol","Financial and insurance activities",-0.855791
"1647",2023,"Covid_lowOil_ClimatePol","Financial and insurance activities",0.019797
"1648",2024,"Covid_lowOil_ClimatePol","Financial and insurance activities",0.773732
"1649",2025,"Covid_lowOil_ClimatePol","Financial and insurance activities",1.372093
"1650",2026,"Covid_lowOil_ClimatePol","Financial and insurance activities",1.821305
"1651",2027,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.143103
"1652",2028,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.36361
"1653",2029,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.508443
"1654",2030,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.60053
"1655",2031,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.659154
"1656",2032,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.699618
"1657",2033,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.733275
"1658",2034,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.767856
"1659",2035,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.807984
"1660",2036,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.855809
"1661",2037,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.911661
"1662",2038,"Covid_lowOil_ClimatePol","Financial and insurance activities",2.974671
"1663",2039,"Covid_lowOil_ClimatePol","Financial and insurance activities",3.043292
"1664",2040,"Covid_lowOil_ClimatePol","Financial and insurance activities",3.115721
"1665",2015,"Covid_lowOil_ClimatePol","Real estate activities",0
"1666",2016,"Covid_lowOil_ClimatePol","Real estate activities",0
"1667",2017,"Covid_lowOil_ClimatePol","Real estate activities",0
"1668",2018,"Covid_lowOil_ClimatePol","Real estate activities",0
"1669",2019,"Covid_lowOil_ClimatePol","Real estate activities",0
"1670",2020,"Covid_lowOil_ClimatePol","Real estate activities",-1.472311
"1671",2021,"Covid_lowOil_ClimatePol","Real estate activities",-1.402217
"1672",2022,"Covid_lowOil_ClimatePol","Real estate activities",-0.887524
"1673",2023,"Covid_lowOil_ClimatePol","Real estate activities",-0.202427
"1674",2024,"Covid_lowOil_ClimatePol","Real estate activities",0.500168
"1675",2025,"Covid_lowOil_ClimatePol","Real estate activities",1.145985
"1676",2026,"Covid_lowOil_ClimatePol","Real estate activities",1.709937
"1677",2027,"Covid_lowOil_ClimatePol","Real estate activities",2.192799
"1678",2028,"Covid_lowOil_ClimatePol","Real estate activities",2.606089
"1679",2029,"Covid_lowOil_ClimatePol","Real estate activities",2.96406
"1680",2030,"Covid_lowOil_ClimatePol","Real estate activities",3.280212
"1681",2031,"Covid_lowOil_ClimatePol","Real estate activities",3.566082
"1682",2032,"Covid_lowOil_ClimatePol","Real estate activities",3.830995
"1683",2033,"Covid_lowOil_ClimatePol","Real estate activities",4.08214
"1684",2034,"Covid_lowOil_ClimatePol","Real estate activities",4.324766
"1685",2035,"Covid_lowOil_ClimatePol","Real estate activities",4.562427
"1686",2036,"Covid_lowOil_ClimatePol","Real estate activities",4.797273
"1687",2037,"Covid_lowOil_ClimatePol","Real estate activities",5.030367
"1688",2038,"Covid_lowOil_ClimatePol","Real estate activities",5.262003
"1689",2039,"Covid_lowOil_ClimatePol","Real estate activities",5.491993
"1690",2040,"Covid_lowOil_ClimatePol","Real estate activities",5.719911
"1691",2015,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1692",2016,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1693",2017,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1694",2018,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1695",2019,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",0
"1696",2020,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",-3.144997
"1697",2021,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",-2.251961
"1698",2022,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",-1.115875
"1699",2023,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",-0.154491
"1700",2024,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",0.568712
"1701",2025,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.076731
"1702",2026,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.411959
"1703",2027,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.616623
"1704",2028,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.726964
"1705",2029,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.772173
"1706",2030,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.774965
"1707",2031,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.752551
"1708",2032,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.717586
"1709",2033,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.67898
"1710",2034,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.642617
"1711",2035,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.611994
"1712",2036,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.588815
"1713",2037,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.573506
"1714",2038,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.565666
"1715",2039,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.564434
"1716",2040,"Covid_lowOil_ClimatePol","Specialized, scientific and technical activities 
 and administrative and support service activities",1.568767
"1717",2015,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0
"1718",2016,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0
"1719",2017,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0
"1720",2018,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0
"1721",2019,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0
"1722",2020,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",-0.374839
"1723",2021,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",-0.302342
"1724",2022,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",-0.155149
"1725",2023,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.028306
"1726",2024,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.220482
"1727",2025,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.402903
"1728",2026,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.56549
"1729",2027,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.704704
"1730",2028,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.821358
"1731",2029,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",0.918685
"1732",2030,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.000875
"1733",2031,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.072111
"1734",2032,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.136006
"1735",2033,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.195369
"1736",2034,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.252175
"1737",2035,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.307661
"1738",2036,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.362476
"1739",2037,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.416845
"1740",2038,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.47072
"1741",2039,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.523904
"1742",2040,"Covid_lowOil_ClimatePol","Public administration, education,
 human health and social work",1.576146
"1743",2015,"Covid_lowOil_ClimatePol","Other service activities",0
"1744",2016,"Covid_lowOil_ClimatePol","Other service activities",0
"1745",2017,"Covid_lowOil_ClimatePol","Other service activities",0
"1746",2018,"Covid_lowOil_ClimatePol","Other service activities",0
"1747",2019,"Covid_lowOil_ClimatePol","Other service activities",0
"1748",2020,"Covid_lowOil_ClimatePol","Other service activities",-2.956115
"1749",2021,"Covid_lowOil_ClimatePol","Other service activities",-2.058549
"1750",2022,"Covid_lowOil_ClimatePol","Other service activities",-0.933479
"1751",2023,"Covid_lowOil_ClimatePol","Other service activities",0.018723
"1752",2024,"Covid_lowOil_ClimatePol","Other service activities",0.727436
"1753",2025,"Covid_lowOil_ClimatePol","Other service activities",1.209261
"1754",2026,"Covid_lowOil_ClimatePol","Other service activities",1.505193
"1755",2027,"Covid_lowOil_ClimatePol","Other service activities",1.659634
"1756",2028,"Covid_lowOil_ClimatePol","Other service activities",1.712455
"1757",2029,"Covid_lowOil_ClimatePol","Other service activities",1.696473
"1758",2030,"Covid_lowOil_ClimatePol","Other service activities",1.637314
"1759",2031,"Covid_lowOil_ClimatePol","Other service activities",1.554196
"1760",2032,"Covid_lowOil_ClimatePol","Other service activities",1.460959
"1761",2033,"Covid_lowOil_ClimatePol","Other service activities",1.367073
"1762",2034,"Covid_lowOil_ClimatePol","Other service activities",1.278553
"1763",2035,"Covid_lowOil_ClimatePol","Other service activities",1.198781
"1764",2036,"Covid_lowOil_ClimatePol","Other service activities",1.12921
"1765",2037,"Covid_lowOil_ClimatePol","Other service activities",1.069974
"1766",2038,"Covid_lowOil_ClimatePol","Other service activities",1.020386
"1767",2039,"Covid_lowOil_ClimatePol","Other service activities",0.979333
"1768",2040,"Covid_lowOil_ClimatePol","Other service activities",0.945561
